1-Aug 71
2-Aug 72
3-Aug 85
4-Aug 52
5-Aug 65
6-Aug 100
7-Aug 47
8-Aug 70
9-Aug 59
10-Aug 57
11-Aug 54
12-Aug 21
13-Aug 52
14-Aug 62
15-Aug 38
16-Aug 34
17-Aug 66
18-Aug 32
19-Aug 38
20-Aug 58
21-Aug 57
22-Aug 25
23-Aug 51
24-Aug 30
25-Aug 28
26-Aug 29
27-Aug 46
28-Aug 53
29-Aug 49
30-Aug 45
31-Aug 38
