1-Aug 1.4
2-Aug 1.2
3-Aug 0.2
4-Aug 9.7
5-Aug 4
6-Aug 8.8
7-Aug 6.3
8-Aug 3.9
9-Aug 13
10-Aug 42.2
11-Aug 0
12-Aug 0.1
13-Aug 0.7
14-Aug 0
15-Aug 0
16-Aug 29.4
17-Aug 0
18-Aug 14.5
19-Aug 6
20-Aug 0.2
21-Aug 0
22-Aug 0.4
23-Aug 0
24-Aug 0
25-Aug 8.6
26-Aug 0
27-Aug 0
28-Aug 0
29-Aug 8.1
30-Aug 0.2
31-Aug 0
